"","Team","G","Date","X3","Opponent","X5","X6","Tm","Opp","W","L","Streak","Notes"
"455","Oklahoma City Thunder",45,"Mon Jan 23 2017","@","Utah Jazz","W",NA,97,95,26,19,"W 1",NA
"456","Oklahoma City Thunder",46,"Wed Jan 25 2017","@","New Orleans Pelicans","W",NA,114,105,27,19,"W 2",NA
"457","Oklahoma City Thunder",47,"Thu Jan 26 2017",NA,"Dallas Mavericks","W",NA,109,98,28,19,"W 3",NA
"458","Oklahoma City Thunder",48,"Sun Jan 29 2017","@","Cleveland Cavaliers","L",NA,91,107,28,20,"L 1",NA
"459","Oklahoma City Thunder",49,"Tue Jan 31 2017","@","San Antonio Spurs","L",NA,94,108,28,21,"L 2",NA
"460","Oklahoma City Thunder",50,"Wed Feb 1 2017",NA,"Chicago Bulls","L",NA,100,128,28,22,"L 3",NA
"461","Oklahoma City Thunder",51,"Fri Feb 3 2017",NA,"Memphis Grizzlies","W",NA,114,102,29,22,"W 1",NA
"462","Oklahoma City Thunder",52,"Sun Feb 5 2017",NA,"Portland Trail Blazers","W",NA,105,99,30,22,"W 2",NA
"463","Oklahoma City Thunder",53,"Mon Feb 6 2017","@","Indiana Pacers","L",NA,90,93,30,23,"L 1",NA
"464","Oklahoma City Thunder",54,"Thu Feb 9 2017",NA,"Cleveland Cavaliers","W",NA,118,109,31,23,"W 1",NA
"465","Oklahoma City Thunder",55,"Sat Feb 11 2017",NA,"Golden State Warriors","L",NA,114,130,31,24,"L 1",NA
"466","Oklahoma City Thunder",56,"Mon Feb 13 2017","@","Washington Wizards","L",NA,98,120,31,25,"L 2",NA
"467","Oklahoma City Thunder",57,"Wed Feb 15 2017",NA,"New York Knicks","W",NA,116,105,32,25,"W 1",NA
"468","Oklahoma City Thunder",58,"Fri Feb 24 2017",NA,"Los Angeles Lakers","W",NA,110,93,33,25,"W 2",NA
"469","Oklahoma City Thunder",59,"Sun Feb 26 2017",NA,"New Orleans Pelicans","W",NA,118,110,34,25,"W 3",NA
"470","Oklahoma City Thunder",60,"Tue Feb 28 2017",NA,"Utah Jazz","W",NA,109,106,35,25,"W 4",NA
"471","Oklahoma City Thunder",61,"Thu Mar 2 2017","@","Portland Trail Blazers","L",NA,109,114,35,26,"L 1",NA
"472","Oklahoma City Thunder",62,"Fri Mar 3 2017","@","Phoenix Suns","L",NA,111,118,35,27,"L 2",NA
"473","Oklahoma City Thunder",63,"Sun Mar 5 2017","@","Dallas Mavericks","L",NA,89,104,35,28,"L 3",NA
"474","Oklahoma City Thunder",64,"Tue Mar 7 2017",NA,"Portland Trail Blazers","L",NA,121,126,35,29,"L 4",NA
"475","Oklahoma City Thunder",65,"Thu Mar 9 2017",NA,"San Antonio Spurs","W",NA,102,92,36,29,"W 1",NA
"476","Oklahoma City Thunder",66,"Sat Mar 11 2017",NA,"Utah Jazz","W",NA,112,104,37,29,"W 2",NA
"477","Oklahoma City Thunder",67,"Tue Mar 14 2017","@","Brooklyn Nets","W",NA,122,104,38,29,"W 3",NA
"478","Oklahoma City Thunder",68,"Thu Mar 16 2017","@","Toronto Raptors","W",NA,123,102,39,29,"W 4",NA
"479","Oklahoma City Thunder",69,"Sat Mar 18 2017",NA,"Sacramento Kings","W",NA,110,94,40,29,"W 5",NA
"480","Oklahoma City Thunder",70,"Mon Mar 20 2017",NA,"Golden State Warriors","L",NA,95,111,40,30,"L 1",NA
"481","Oklahoma City Thunder",71,"Wed Mar 22 2017",NA,"Philadelphia 76ers","W",NA,122,97,41,30,"W 1",NA
"482","Oklahoma City Thunder",72,"Sun Mar 26 2017","@","Houston Rockets","L",NA,125,137,41,31,"L 1",NA
"483","Oklahoma City Thunder",73,"Mon Mar 27 2017","@","Dallas Mavericks","W",NA,92,91,42,31,"W 1",NA
"484","Oklahoma City Thunder",74,"Wed Mar 29 2017","@","Orlando Magic","W","OT",114,106,43,31,"W 2",NA
"485","Oklahoma City Thunder",75,"Fri Mar 31 2017",NA,"San Antonio Spurs","L",NA,95,100,43,32,"L 1",NA
"486","Oklahoma City Thunder",76,"Sun Apr 2 2017",NA,"Charlotte Hornets","L",NA,101,113,43,33,"L 2",NA
"487","Oklahoma City Thunder",77,"Tue Apr 4 2017",NA,"Milwaukee Bucks","W",NA,110,79,44,33,"W 1",NA
"488","Oklahoma City Thunder",78,"Wed Apr 5 2017","@","Memphis Grizzlies","W",NA,103,100,45,33,"W 2",NA
"489","Oklahoma City Thunder",79,"Fri Apr 7 2017","@","Phoenix Suns","L",NA,99,120,45,34,"L 1",NA
"490","Oklahoma City Thunder",80,"Sun Apr 9 2017","@","Denver Nuggets","W",NA,106,105,46,34,"W 1",NA
"491","Oklahoma City Thunder",81,"Tue Apr 11 2017","@","Minnesota Timberwolves","W",NA,100,98,47,34,"W 2",NA
"492","Oklahoma City Thunder",82,"Wed Apr 12 2017",NA,"Denver Nuggets","L",NA,105,111,47,35,"L 1",NA
"493","Memphis Grizzlies",1,"Wed Oct 26 2016",NA,"Minnesota Timberwolves","W",NA,102,98,1,0,"W 1",NA
"494","Memphis Grizzlies",2,"Sat Oct 29 2016","@","New York Knicks","L",NA,104,111,1,1,"L 1",NA
"495","Memphis Grizzlies",3,"Sun Oct 30 2016",NA,"Washington Wizards","W","OT",112,103,2,1,"W 1",NA
"496","Memphis Grizzlies",4,"Tue Nov 1 2016","@","Minnesota Timberwolves","L",NA,80,116,2,2,"L 1",NA
"497","Memphis Grizzlies",5,"Wed Nov 2 2016",NA,"New Orleans Pelicans","W","OT",89,83,3,2,"W 1",NA
"498","Memphis Grizzlies",6,"Fri Nov 4 2016",NA,"Los Angeles Clippers","L",NA,88,99,3,3,"L 1",NA
"499","Memphis Grizzlies",7,"Sun Nov 6 2016",NA,"Portland Trail Blazers","L",NA,94,100,3,4,"L 2",NA
"500","Memphis Grizzlies",8,"Tue Nov 8 2016",NA,"Denver Nuggets","W",NA,108,107,4,4,"W 1",NA
"501","Memphis Grizzlies",9,"Sat Nov 12 2016","@","Milwaukee Bucks","L",NA,96,106,4,5,"L 1",NA
"502","Memphis Grizzlies",10,"Mon Nov 14 2016","@","Utah Jazz","W",NA,102,96,5,5,"W 1",NA
"503","Memphis Grizzlies",11,"Wed Nov 16 2016","@","Los Angeles Clippers","W",NA,111,107,6,5,"W 2",NA
"504","Memphis Grizzlies",12,"Fri Nov 18 2016","@","Dallas Mavericks","W",NA,80,64,7,5,"W 3",NA
"505","Memphis Grizzlies",13,"Sat Nov 19 2016",NA,"Minnesota Timberwolves","W",NA,93,71,8,5,"W 4",NA
"506","Memphis Grizzlies",14,"Mon Nov 21 2016","@","Charlotte Hornets","W",NA,105,90,9,5,"W 5",NA
"507","Memphis Grizzlies",15,"Wed Nov 23 2016","@","Philadelphia 76ers","W","2OT",104,99,10,5,"W 6",NA
"508","Memphis Grizzlies",16,"Fri Nov 25 2016",NA,"Miami Heat","L",NA,81,90,10,6,"L 1",NA
"509","Memphis Grizzlies",17,"Sat Nov 26 2016","@","Miami Heat","W",NA,110,107,11,6,"W 1",NA
"510","Memphis Grizzlies",18,"Mon Nov 28 2016",NA,"Charlotte Hornets","L",NA,85,104,11,7,"L 1",NA
"511","Memphis Grizzlies",19,"Wed Nov 30 2016","@","Toronto Raptors","L",NA,105,120,11,8,"L 2",NA
"512","Memphis Grizzlies",20,"Thu Dec 1 2016",NA,"Orlando Magic","W",NA,95,94,12,8,"W 1",NA
"513","Memphis Grizzlies",21,"Sat Dec 3 2016",NA,"Los Angeles Lakers","W",NA,103,100,13,8,"W 2",NA
"514","Memphis Grizzlies",22,"Mon Dec 5 2016","@","New Orleans Pelicans","W","2OT",110,108,14,8,"W 3",NA
"515","Memphis Grizzlies",23,"Tue Dec 6 2016",NA,"Philadelphia 76ers","W",NA,96,91,15,8,"W 4",NA
"516","Memphis Grizzlies",24,"Thu Dec 8 2016",NA,"Portland Trail Blazers","W",NA,88,86,16,8,"W 5",NA
"517","Memphis Grizzlies",25,"Sat Dec 10 2016",NA,"Golden State Warriors","W",NA,110,89,17,8,"W 6",NA
"518","Memphis Grizzlies",26,"Tue Dec 13 2016","@","Cleveland Cavaliers","L",NA,86,103,17,9,"L 1",NA
"519","Memphis Grizzlies",27,"Wed Dec 14 2016",NA,"Cleveland Cavaliers","W",NA,93,85,18,9,"W 1",NA
"520","Memphis Grizzlies",28,"Fri Dec 16 2016",NA,"Sacramento Kings","L",NA,92,96,18,10,"L 1",NA
"521","Memphis Grizzlies",29,"Sun Dec 18 2016",NA,"Utah Jazz","L",NA,73,82,18,11,"L 2",NA
"522","Memphis Grizzlies",30,"Tue Dec 20 2016",NA,"Boston Celtics","L","OT",109,112,18,12,"L 3",NA
"523","Memphis Grizzlies",31,"Wed Dec 21 2016","@","Detroit Pistons","W",NA,98,86,19,12,"W 1",NA
"524","Memphis Grizzlies",32,"Fri Dec 23 2016",NA,"Houston Rockets","W",NA,115,109,20,12,"W 2",NA
"525","Memphis Grizzlies",33,"Mon Dec 26 2016","@","Orlando Magic","L",NA,102,112,20,13,"L 1",NA
"526","Memphis Grizzlies",34,"Tue Dec 27 2016","@","Boston Celtics","L",NA,103,113,20,14,"L 2",NA
"527","Memphis Grizzlies",35,"Thu Dec 29 2016",NA,"Oklahoma City Thunder","W",NA,114,80,21,14,"W 1",NA
"528","Memphis Grizzlies",36,"Sat Dec 31 2016","@","Sacramento Kings","W",NA,112,98,22,14,"W 2",NA
"529","Memphis Grizzlies",37,"Tue Jan 3 2017","@","Los Angeles Lakers","L",NA,102,116,22,15,"L 1",NA
"530","Memphis Grizzlies",38,"Wed Jan 4 2017","@","Los Angeles Clippers","L",NA,106,115,22,16,"L 2",NA
"531","Memphis Grizzlies",39,"Fri Jan 6 2017","@","Golden State Warriors","W","OT",128,119,23,16,"W 1",NA
"532","Memphis Grizzlies",40,"Sun Jan 8 2017",NA,"Utah Jazz","W",NA,88,79,24,16,"W 2",NA
"533","Memphis Grizzlies",41,"Wed Jan 11 2017","@","Oklahoma City Thunder","L",NA,95,103,24,17,"L 1",NA
"534","Memphis Grizzlies",42,"Fri Jan 13 2017","@","Houston Rockets","W",NA,110,105,25,17,"W 1",NA
"535","Memphis Grizzlies",43,"Sun Jan 15 2017",NA,"Chicago Bulls","L",NA,104,108,25,18,"L 1",NA
"536","Memphis Grizzlies",44,"Wed Jan 18 2017","@","Washington Wizards","L",NA,101,104,25,19,"L 2",NA
"537","Memphis Grizzlies",45,"Fri Jan 20 2017",NA,"Sacramento Kings","W",NA,107,91,26,19,"W 1",NA
"538","Memphis Grizzlies",46,"Sat Jan 21 2017",NA,"Houston Rockets","L",NA,95,119,26,20,"L 1",NA
"539","Memphis Grizzlies",47,"Wed Jan 25 2017",NA,"Toronto Raptors","W",NA,101,99,27,20,"W 1",NA
"540","Memphis Grizzlies",48,"Fri Jan 27 2017","@","Portland Trail Blazers","L",NA,109,112,27,21,"L 1",NA
"541","Memphis Grizzlies",49,"Sat Jan 28 2017","@","Utah Jazz","W",NA,102,95,28,21,"W 1",NA
"542","Memphis Grizzlies",50,"Mon Jan 30 2017","@","Phoenix Suns","W",NA,115,96,29,21,"W 2",NA
"543","Memphis Grizzlies",51,"Wed Feb 1 2017","@","Denver Nuggets","W",NA,119,99,30,21,"W 3",NA
"544","Memphis Grizzlies",52,"Fri Feb 3 2017","@","Oklahoma City Thunder","L",NA,102,114,30,22,"L 1",NA
"545","Memphis Grizzlies",53,"Sat Feb 4 2017","@","Minnesota Timberwolves","W",NA,107,99,31,22,"W 1",NA
"546","Memphis Grizzlies",54,"Mon Feb 6 2017",NA,"San Antonio Spurs","W",NA,89,74,32,22,"W 2",NA
"547","Memphis Grizzlies",55,"Wed Feb 8 2017",NA,"Phoenix Suns","W",NA,110,91,33,22,"W 3",NA
"548","Memphis Grizzlies",56,"Fri Feb 10 2017",NA,"Golden State Warriors","L",NA,107,122,33,23,"L 1",NA
"549","Memphis Grizzlies",57,"Mon Feb 13 2017","@","Brooklyn Nets","W",NA,112,103,34,23,"W 1",NA
"550","Memphis Grizzlies",58,"Wed Feb 15 2017",NA,"New Orleans Pelicans","L",NA,91,95,34,24,"L 1",NA
"551","Memphis Grizzlies",59,"Fri Feb 24 2017","@","Indiana Pacers","L",NA,92,102,34,25,"L 2",NA
"552","Memphis Grizzlies",60,"Sun Feb 26 2017","@","Denver Nuggets","W",NA,105,98,35,25,"W 1",NA
"553","Memphis Grizzlies",61,"Tue Feb 28 2017",NA,"Phoenix Suns","W",NA,130,112,36,25,"W 2",NA
"554","Memphis Grizzlies",62,"Fri Mar 3 2017","@","Dallas Mavericks","L",NA,100,104,36,26,"L 1",NA
"555","Memphis Grizzlies",63,"Sat Mar 4 2017","@","Houston Rockets","L",NA,108,123,36,27,"L 2",NA
"556","Memphis Grizzlies",64,"Mon Mar 6 2017",NA,"Brooklyn Nets","L",NA,109,122,36,28,"L 3",NA
"557","Memphis Grizzlies",65,"Thu Mar 9 2017",NA,"Los Angeles Clippers","L",NA,98,114,36,29,"L 4",NA
"558","Memphis Grizzlies",66,"Sat Mar 11 2017",NA,"Atlanta Hawks","L",NA,90,107,36,30,"L 5",NA
"559","Memphis Grizzlies",67,"Mon Mar 13 2017",NA,"Milwaukee Bucks","W",NA,113,93,37,30,"W 1",NA
"560","Memphis Grizzlies",68,"Wed Mar 15 2017","@","Chicago Bulls","W",NA,98,91,38,30,"W 2",NA
"561","Memphis Grizzlies",69,"Thu Mar 16 2017","@","Atlanta Hawks","W",NA,103,91,39,30,"W 3",NA
"562","Memphis Grizzlies",70,"Sat Mar 18 2017",NA,"San Antonio Spurs","W",NA,104,96,40,30,"W 4",NA
"563","Memphis Grizzlies",71,"Tue Mar 21 2017","@","New Orleans Pelicans","L",NA,82,95,40,31,"L 1",NA
"564","Memphis Grizzlies",72,"Thu Mar 23 2017","@","San Antonio Spurs","L",NA,90,97,40,32,"L 2",NA
"565","Memphis Grizzlies",73,"Sun Mar 26 2017","@","Golden State Warriors","L",NA,94,106,40,33,"L 3",NA
"566","Memphis Grizzlies",74,"Mon Mar 27 2017","@","Sacramento Kings","L",NA,90,91,40,34,"L 4",NA
"567","Memphis Grizzlies",75,"Wed Mar 29 2017",NA,"Indiana Pacers","W",NA,110,97,41,34,"W 1",NA
"568","Memphis Grizzlies",76,"Fri Mar 31 2017",NA,"Dallas Mavericks","W",NA,99,90,42,34,"W 2",NA
"569","Memphis Grizzlies",77,"Sun Apr 2 2017","@","Los Angeles Lakers","L",NA,103,108,42,35,"L 1",NA
"570","Memphis Grizzlies",78,"Tue Apr 4 2017","@","San Antonio Spurs","L","OT",89,95,42,36,"L 2",NA
"571","Memphis Grizzlies",79,"Wed Apr 5 2017",NA,"Oklahoma City Thunder","L",NA,100,103,42,37,"L 3",NA
"572","Memphis Grizzlies",80,"Fri Apr 7 2017",NA,"New York Knicks","W",NA,101,88,43,37,"W 1",NA
"573","Memphis Grizzlies",81,"Sun Apr 9 2017",NA,"Detroit Pistons","L",NA,90,103,43,38,"L 1",NA
"574","Memphis Grizzlies",82,"Wed Apr 12 2017",NA,"Dallas Mavericks","L",NA,93,100,43,39,"L 2",NA
"575","Portland Trail Blazers",1,"Tue Oct 25 2016",NA,"Utah Jazz","W",NA,113,104,1,0,"W 1",NA
"576","Portland Trail Blazers",2,"Thu Oct 27 2016",NA,"Los Angeles Clippers","L",NA,106,114,1,1,"L 1",NA
"577","Portland Trail Blazers",3,"Sat Oct 29 2016","@","Denver Nuggets","W","OT",115,113,2,1,"W 1",NA
"578","Portland Trail Blazers",4,"Tue Nov 1 2016",NA,"Golden State Warriors","L",NA,104,127,2,2,"L 1",NA
"579","Portland Trail Blazers",5,"Wed Nov 2 2016","@","Phoenix Suns","L","OT",115,118,2,3,"L 2",NA
"580","Portland Trail Blazers",6,"Fri Nov 4 2016","@","Dallas Mavericks","W",NA,105,95,3,3,"W 1",NA
"581","Portland Trail Blazers",7,"Sun Nov 6 2016","@","Memphis Grizzlies","W",NA,100,94,4,3,"W 2",NA
"582","Portland Trail Blazers",8,"Tue Nov 8 2016",NA,"Phoenix Suns","W",NA,124,121,5,3,"W 3",NA
"583","Portland Trail Blazers",9,"Wed Nov 9 2016","@","Los Angeles Clippers","L",NA,80,111,5,4,"L 1",NA
"584","Portland Trail Blazers",10,"Fri Nov 11 2016",NA,"Sacramento Kings","W","OT",122,120,6,4,"W 1",NA
"585","Portland Trail Blazers",11,"Sun Nov 13 2016",NA,"Denver Nuggets","W",NA,112,105,7,4,"W 2",NA
"586","Portland Trail Blazers",12,"Tue Nov 15 2016",NA,"Chicago Bulls","L",NA,88,113,7,5,"L 1",NA
"587","Portland Trail Blazers",13,"Thu Nov 17 2016","@","Houston Rockets","L",NA,109,126,7,6,"L 2",NA
"588","Portland Trail Blazers",14,"Fri Nov 18 2016","@","New Orleans Pelicans","L",NA,101,113,7,7,"L 3",NA
"589","Portland Trail Blazers",15,"Sun Nov 20 2016","@","Brooklyn Nets","W",NA,129,109,8,7,"W 1",NA
"590","Portland Trail Blazers",16,"Tue Nov 22 2016","@","New York Knicks","L",NA,103,107,8,8,"L 1",NA
"591","Portland Trail Blazers",17,"Wed Nov 23 2016","@","Cleveland Cavaliers","L",NA,125,137,8,9,"L 2",NA
"592","Portland Trail Blazers",18,"Fri Nov 25 2016",NA,"New Orleans Pelicans","W",NA,119,104,9,9,"W 1",NA
"593","Portland Trail Blazers",19,"Sun Nov 27 2016",NA,"Houston Rockets","L",NA,114,130,9,10,"L 1",NA
"594","Portland Trail Blazers",20,"Wed Nov 30 2016",NA,"Indiana Pacers","W",NA,131,109,10,10,"W 1",NA
"595","Portland Trail Blazers",21,"Sat Dec 3 2016",NA,"Miami Heat","W",NA,99,92,11,10,"W 2",NA
"596","Portland Trail Blazers",22,"Mon Dec 5 2016","@","Chicago Bulls","W",NA,112,110,12,10,"W 3",NA
"597","Portland Trail Blazers",23,"Wed Dec 7 2016","@","Milwaukee Bucks","L",NA,107,115,12,11,"L 1",NA
"598","Portland Trail Blazers",24,"Thu Dec 8 2016","@","Memphis Grizzlies","L",NA,86,88,12,12,"L 2",NA
"599","Portland Trail Blazers",25,"Sat Dec 10 2016","@","Indiana Pacers","L",NA,111,118,12,13,"L 3",NA
"600","Portland Trail Blazers",26,"Mon Dec 12 2016","@","Los Angeles Clippers","L",NA,120,121,12,14,"L 4",NA
"601","Portland Trail Blazers",27,"Tue Dec 13 2016",NA,"Oklahoma City Thunder","W",NA,114,95,13,14,"W 1",NA
"602","Portland Trail Blazers",28,"Thu Dec 15 2016","@","Denver Nuggets","L",NA,120,132,13,15,"L 1",NA
"603","Portland Trail Blazers",29,"Sat Dec 17 2016","@","Golden State Warriors","L",NA,90,135,13,16,"L 2",NA
"604","Portland Trail Blazers",30,"Tue Dec 20 2016","@","Sacramento Kings","L",NA,121,126,13,17,"L 3",NA
"605","Portland Trail Blazers",31,"Wed Dec 21 2016",NA,"Dallas Mavericks","L",NA,95,96,13,18,"L 4",NA
"606","Portland Trail Blazers",32,"Fri Dec 23 2016",NA,"San Antonio Spurs","L",NA,90,110,13,19,"L 5",NA
"607","Portland Trail Blazers",33,"Mon Dec 26 2016",NA,"Toronto Raptors","L",NA,91,95,13,20,"L 6",NA
"608","Portland Trail Blazers",34,"Wed Dec 28 2016",NA,"Sacramento Kings","W",NA,102,89,14,20,"W 1",NA
"609","Portland Trail Blazers",35,"Fri Dec 30 2016","@","San Antonio Spurs","L",NA,94,110,14,21,"L 1",NA
"610","Portland Trail Blazers",36,"Sun Jan 1 2017","@","Minnesota Timberwolves","W",NA,95,89,15,21,"W 1",NA
"611","Portland Trail Blazers",37,"Wed Jan 4 2017","@","Golden State Warriors","L",NA,117,125,15,22,"L 1",NA
"612","Portland Trail Blazers",38,"Thu Jan 5 2017",NA,"Los Angeles Lakers","W",NA,118,109,16,22,"W 1",NA
"613","Portland Trail Blazers",39,"Sun Jan 8 2017",NA,"Detroit Pistons","L","2OT",124,125,16,23,"L 1",NA
"614","Portland Trail Blazers",40,"Tue Jan 10 2017","@","Los Angeles Lakers","W",NA,108,87,17,23,"W 1",NA
"615","Portland Trail Blazers",41,"Wed Jan 11 2017",NA,"Cleveland Cavaliers","W",NA,102,86,18,23,"W 2",NA
"616","Portland Trail Blazers",42,"Fri Jan 13 2017",NA,"Orlando Magic","L",NA,109,115,18,24,"L 1",NA
"617","Portland Trail Blazers",43,"Mon Jan 16 2017","@","Washington Wizards","L",NA,101,120,18,25,"L 2",NA
"618","Portland Trail Blazers",44,"Wed Jan 18 2017","@","Charlotte Hornets","L",NA,85,107,18,26,"L 3",NA
"619","Portland Trail Blazers",45,"Fri Jan 20 2017","@","Philadelphia 76ers","L",NA,92,93,18,27,"L 4",NA
"620","Portland Trail Blazers",46,"Sat Jan 21 2017","@","Boston Celtics","W","OT",127,123,19,27,"W 1",NA
"621","Portland Trail Blazers",47,"Wed Jan 25 2017",NA,"Los Angeles Lakers","W",NA,105,98,20,27,"W 2",NA
"622","Portland Trail Blazers",48,"Fri Jan 27 2017",NA,"Memphis Grizzlies","W",NA,112,109,21,27,"W 3",NA
"623","Portland Trail Blazers",49,"Sun Jan 29 2017",NA,"Golden State Warriors","L",NA,111,113,21,28,"L 1",NA
"624","Portland Trail Blazers",50,"Tue Jan 31 2017",NA,"Charlotte Hornets","W",NA,115,98,22,28,"W 1",NA
"625","Portland Trail Blazers",51,"Fri Feb 3 2017",NA,"Dallas Mavericks","L",NA,104,108,22,29,"L 1",NA
"626","Portland Trail Blazers",52,"Sun Feb 5 2017","@","Oklahoma City Thunder","L",NA,99,105,22,30,"L 2",NA
"627","Portland Trail Blazers",53,"Tue Feb 7 2017","@","Dallas Mavericks","W",NA,114,113,23,30,"W 1",NA
"628","Portland Trail Blazers",54,"Thu Feb 9 2017",NA,"Boston Celtics","L",NA,111,120,23,31,"L 1",NA
"629","Portland Trail Blazers",55,"Mon Feb 13 2017",NA,"Atlanta Hawks","L","OT",104,109,23,32,"L 2",NA
"630","Portland Trail Blazers",56,"Wed Feb 15 2017","@","Utah Jazz","L",NA,88,111,23,33,"L 3",NA
"631","Portland Trail Blazers",57,"Thu Feb 23 2017","@","Orlando Magic","W",NA,112,103,24,33,"W 1",NA
"632","Portland Trail Blazers",58,"Sun Feb 26 2017","@","Toronto Raptors","L",NA,106,112,24,34,"L 1",NA
"633","Portland Trail Blazers",59,"Tue Feb 28 2017","@","Detroit Pistons","L","OT",113,120,24,35,"L 2",NA
"634","Portland Trail Blazers",60,"Thu Mar 2 2017",NA,"Oklahoma City Thunder","W",NA,114,109,25,35,"W 1",NA
"635","Portland Trail Blazers",61,"Sat Mar 4 2017",NA,"Brooklyn Nets","W",NA,130,116,26,35,"W 2",NA
"636","Portland Trail Blazers",62,"Tue Mar 7 2017","@","Oklahoma City Thunder","W",NA,126,121,27,35,"W 3",NA
"637","Portland Trail Blazers",63,"Thu Mar 9 2017",NA,"Philadelphia 76ers","W","OT",114,108,28,35,"W 4",NA
"638","Portland Trail Blazers",64,"Sat Mar 11 2017",NA,"Washington Wizards","L","OT",124,125,28,36,"L 1",NA
"639","Portland Trail Blazers",65,"Sun Mar 12 2017","@","Phoenix Suns","W",NA,110,101,29,36,"W 1",NA
"640","Portland Trail Blazers",66,"Tue Mar 14 2017","@","New Orleans Pelicans","L",NA,77,100,29,37,"L 1",NA
"641","Portland Trail Blazers",67,"Wed Mar 15 2017","@","San Antonio Spurs","W",NA,110,106,30,37,"W 1",NA
"642","Portland Trail Blazers",68,"Sat Mar 18 2017","@","Atlanta Hawks","W",NA,113,97,31,37,"W 2",NA
"643","Portland Trail Blazers",69,"Sun Mar 19 2017","@","Miami Heat","W",NA,115,104,32,37,"W 3",NA
"644","Portland Trail Blazers",70,"Tue Mar 21 2017",NA,"Milwaukee Bucks","L",NA,90,93,32,38,"L 1",NA
"645","Portland Trail Blazers",71,"Thu Mar 23 2017",NA,"New York Knicks","W",NA,110,95,33,38,"W 1",NA
"646","Portland Trail Blazers",72,"Sat Mar 25 2017",NA,"Minnesota Timberwolves","W",NA,112,100,34,38,"W 2",NA
"647","Portland Trail Blazers",73,"Sun Mar 26 2017","@","Los Angeles Lakers","W",NA,97,81,35,38,"W 3",NA
"648","Portland Trail Blazers",74,"Tue Mar 28 2017",NA,"Denver Nuggets","W",NA,122,113,36,38,"W 4",NA
"649","Portland Trail Blazers",75,"Thu Mar 30 2017",NA,"Houston Rockets","W",NA,117,107,37,38,"W 5",NA
"650","Portland Trail Blazers",76,"Sat Apr 1 2017",NA,"Phoenix Suns","W",NA,130,117,38,38,"W 6",NA
"651","Portland Trail Blazers",77,"Mon Apr 3 2017","@","Minnesota Timberwolves","L",NA,109,110,38,39,"L 1",NA
"652","Portland Trail Blazers",78,"Tue Apr 4 2017","@","Utah Jazz","L",NA,87,106,38,40,"L 2",NA
"653","Portland Trail Blazers",79,"Thu Apr 6 2017",NA,"Minnesota Timberwolves","W",NA,105,98,39,40,"W 1",NA
"654","Portland Trail Blazers",80,"Sat Apr 8 2017",NA,"Utah Jazz","W",NA,101,86,40,40,"W 2",NA
"655","Portland Trail Blazers",81,"Mon Apr 10 2017",NA,"San Antonio Spurs","W",NA,99,98,41,40,"W 3",NA
"656","Portland Trail Blazers",82,"Wed Apr 12 2017",NA,"New Orleans Pelicans","L",NA,100,103,41,41,"L 1",NA
"657","Denver Nuggets",1,"Wed Oct 26 2016","@","New Orleans Pelicans","W",NA,107,102,1,0,"W 1",NA
"658","Denver Nuggets",2,"Sat Oct 29 2016",NA,"Portland Trail Blazers","L","OT",113,115,1,1,"L 1",NA
"659","Denver Nuggets",3,"Mon Oct 31 2016","@","Toronto Raptors","L",NA,102,105,1,2,"L 2",NA
"660","Denver Nuggets",4,"Thu Nov 3 2016","@","Minnesota Timberwolves","W",NA,102,99,2,2,"W 1",NA
"661","Denver Nuggets",5,"Sat Nov 5 2016","@","Detroit Pistons","L",NA,86,103,2,3,"L 1",NA
"662","Denver Nuggets",6,"Sun Nov 6 2016","@","Boston Celtics","W",NA,123,107,3,3,"W 1",NA
"663","Denver Nuggets",7,"Tue Nov 8 2016","@","Memphis Grizzlies","L",NA,107,108,3,4,"L 1",NA
"664","Denver Nuggets",8,"Thu Nov 10 2016",NA,"Golden State Warriors","L",NA,101,125,3,5,"L 2",NA
"665","Denver Nuggets",9,"Sat Nov 12 2016",NA,"Detroit Pistons","L",NA,95,106,3,6,"L 3",NA
"666","Denver Nuggets",10,"Sun Nov 13 2016","@","Portland Trail Blazers","L",NA,105,112,3,7,"L 4",NA
"667","Denver Nuggets",11,"Wed Nov 16 2016",NA,"Phoenix Suns","W",NA,120,104,4,7,"W 1",NA
"668","Denver Nuggets",12,"Fri Nov 18 2016",NA,"Toronto Raptors","L","OT",111,113,4,8,"L 1",NA
"669","Denver Nuggets",13,"Sun Nov 20 2016",NA,"Utah Jazz","W",NA,105,91,5,8,"W 1",NA
"670","Denver Nuggets",14,"Tue Nov 22 2016",NA,"Chicago Bulls","W",NA,110,107,6,8,"W 2",NA
"671","Denver Nuggets",15,"Wed Nov 23 2016","@","Utah Jazz","L",NA,83,108,6,9,"L 1",NA
"672","Denver Nuggets",16,"Fri Nov 25 2016",NA,"Oklahoma City Thunder","L","OT",129,132,6,10,"L 2",NA
"673","Denver Nuggets",17,"Sun Nov 27 2016","@","Phoenix Suns","W",NA,120,114,7,10,"W 1",NA
"674","Denver Nuggets",18,"Wed Nov 30 2016",NA,"Miami Heat","L",NA,98,106,7,11,"L 1",NA
"675","Denver Nuggets",19,"Fri Dec 2 2016",NA,"Houston Rockets","L",NA,110,128,7,12,"L 2",NA
"676","Denver Nuggets",20,"Sat Dec 3 2016","@","Utah Jazz","L",NA,98,105,7,13,"L 3",NA
